question_id,question,reference,dataset_name
5a77ace855429967ab105223,What entity with the capital city of Ciudad Victoria is a home to the northern grasshopper mouse?,Tamaulipas,hotpot
5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,Samuel Hui,hotpot
5a83c2e25542996488c2e4bc,The 2014 Baylor Bears football games were played at the stadium whose name was changed during what month?,December 2013,hotpot
5a77d5e655429967ab1052cc,Which one of Magna Publishing Group's tiles is a spinoff of the UK's Club International?,Club,hotpot
5ac11139554299294b219083,Creed features the boxer who held what WBC title from 2016 to 2017?,cruiserweight,hotpot
5a8c622a554299240d9c2142,The Birthday of the World: and Other Stories was written by what fantasy and sci-fi author?,Ursula Kroeber Le Guin,hotpot
5ae2b770554299495565db0f,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",March and April,hotpot
5a7effeb5542994959419aa0,Which crop first domesticated in Mexico has its price regulated by a Mexican parastatal created in 1962?,Maize,hotpot
5ab3b50055429969a97a818c,On which river is the shipyard established by Andrew Sprowle ?,the Elizabeth River,hotpot
5ab99a215542996be202056a,"The castle where ""Spook Squad"" was filmed is in what part of Scotland?","Aberdeenshire, Scotland",hotpot
5a8b7d925542995d1e6f13bd,"""Horrible Bosses"" is written by a writer in which career?",comedy,hotpot
5a8484495542997175ce1ee8,Jamie Campbell Bower was a cast member of the TNT show that was canceled after how many seasons?,one,hotpot
5ab6be2f55429954757d335c,Zakk Wylde and Damon Albarn are both what?,"singer, songwriter, and multi-instrumentalist",hotpot
5a8315c055429966c78a6b2d,"Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?",Michael Bruce Fiers,hotpot
5ade24e35542992fa25da6e6,Mamie Gummer played the role of Nancy Crozier on the TV series airing on what network?,CBS,hotpot
5abc9fb055429959677d6ac9,What is the nationality of the dancer who partnered Tom Chambers in the sixth season of Strictly Come Dancing ?,Danish,hotpot
5ab92e3c554299753720f777,Was High Times or National Geographic published first?,National Geographic,hotpot
5ab96d405542996be20204de,Who owns and operates the location where ROH 13th Anniversary Show took place?,Boyd Gaming,hotpot
5a7ae38c5542992d025e6721,"Who was older when they died, Teinosuke Kinugasa or Don O. Newland",Teinosuke Kinugasa,hotpot
5a89dfcc55429946c8d6e9f0,"Are Cryptanthus and Gagea, both a genus?",yes,hotpot
5a7e37095542995ed0d166d5,"Which film director is younger, Robert Z. Leonard or Sinclair Hill?",Sinclair Hill,hotpot
5ab48ec25542991779162cdc,What was the English football club Tottenham Hotspur  that Leonard Francis played for commonly referred to as ?,Spurs,hotpot
5a80ecea55429938b6142254,My Secret Hotel is a television series starring a South Korean DJ who rose to fame as the lead actress in what?,Queen In-hyun's Man,hotpot
5ab9374b554299131ca422c6,"Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?",Frank Lowy,hotpot
5abe3e545542993f32c2a0c7,Muslim Mahammad oglu Magomayev is the grandfther of what Soviet Azerbaijani singer who was dubbed the King of Songs?,Muslim Magometovich Magomayev,hotpot
5adebea1554299728e26c7b6,Muz-TV was launched before the 24-hour music channel that was operated by what company?,Prof Media,hotpot
5ab875bd55429916710eb062,Mark Lawrence played for the Dallas Stars and which other NHL team?,New York Islanders,hotpot
5a8c301d554299240d9c20cb,"Casino and Culto A La Vida are cocktails, one of which contains Havana Club 7 and what else?",It features Havana Club 7 Añejo Rum and Cranberry juice,hotpot
5a7c2f145542996dd594b8b4,The actress who made her film debut in Friday Night Lights also starred in a 2014 French-American crime-thriller directed by whi?,McG,hotpot
5ae21ef35542994d89d5b35d,What college teamdid the point guard that led the way for Philedlphia 76ers in the 2017-18 season play basketball in?,Washington Huskies,hotpot
5ae7385d5542992ae0d163da,Bartlett's Bridge was built by the engineer who worked for the county seat of which Massachusetts county?,Worcester County,hotpot
5ab32256554299233954ff22,What position does Kyle York hold at the internet performance management company Dyn?,Chief Strategy Officer,hotpot
5a7bb2595542995eb53be99b,"Who was born first, George Kuchar or Arthur Penn?",Arthur Hiller Penn,hotpot
5a7130365542994082a3e645,"What town did Moe Sedway have success in after Benjamin ""Bugsy"" Siegel's murder?",Las Vegas,hotpot
5a8843a455429938390d3f0c,Are York Minster and Brentwood Cathedral in the same country?,yes,hotpot
5ac1795f5542994ab5c67d5f,Who is known for producing the documentary television series based on the book by science historian James Burke?,James Burke,hotpot
5a8cc7af554299653c1aa11e,"who was part of the heavy metal band Ratt, Stephen Pearcy or Alexander O'Neal?",Stephen Pearcy,hotpot
5ab2a1f35542997061209677,The 2017 Los Angeles Chargers season was the first season under which coach that began his professional coaching career with the Denver Broncos in 2000?,Anthony Lynn,hotpot
5a74581555429979e2882912,"What Japanese Auto Manufacturer headquarted in Minato, Tokyo, Japan did Nissan aquire controlling interest in?",Mitsubishi,hotpot
5ac1928655429964131be234,What national team has the brother of Arturas Javtokas been a member of since 2004?,Lithuanian,hotpot
5a81b43d5542995ce29dcc39,John Stoltenberg is the managing editor of the magazine that focuses on what?,aging issues,hotpot
5ae6316d5542996de7b71b87,Which FC Barcelona signee was a contender for the Rookie of the Year Award when he played for the Timberwolves?,Ricard Rubio i Vives,hotpot
5ac07fff554299294b219006,What sport does Simon Aspelin and Thomaz Koch have in common?,tennis,hotpot
5a8a17685542993b751ca9f3,Which rapper who worked with a star of the film 8 Mile also worked with the artist who played keyboards and wrote songs for Anita Baker??,Eminem,hotpot
5a8db19d5542994ba4e3dd00,Are Local H and For Against both from the United States?,yes,hotpot
5aba89fb5542994dbf019933,The World War I Air Force pilot who has been credited with 80 air combat victories has been the subject of what forms of media?,"books, films and other media",hotpot
5ae39e9c5542990afbd1e195,"Wangaratta Wahine, an album featuring the work of an Australian Living Treasure, was recorded by what band?",The Captain Matchbox Whoopee Band,hotpot
5a77b6325542997042120af7,"Who was born first, Bobcat Goldthwait or Maurice Elvey?",Maurice Elvey,hotpot
5ae340a85542994393b9e668,In which city is a football club that uses Gabriel Barbosa?,Milan,hotpot
5a8434445542996488c2e517,"Who has released more solo albums, Ozzy Osbourne or Curt Smith?","John Michael ""Ozzy"" Osbourne",hotpot
5ae121315542997b2ef7d0ee,Daburiyya is 8km east of a city where where percentage of its citizens are Christian?,30.9%,hotpot
5ae056c755429945ae959319,James Garner had a role in the 2004 romantic drama directed by whom?,Nick Cassavetes,hotpot
5ade1f0555429975fa854e74,"Which actor starred in Angels in the Outfield, Predator 2, and Places in the Heart?",Danny Glover,hotpot
5a8b2a0355429971feec465b,How much longer after Sambou Yatabaré was born did Werder Bremen get founded in the northwest German federal state Free Hanseatic City of Bremen?,1899,hotpot
5a746ddc55429929fddd8423,"Who is older, Thomas Friedman or English author David Lodge?",David John Lodge CBE,hotpot
4hop2__161602_474028_88460_21063,There exists a country A that forms a boundary between the host of the 2020 AFC U-23 Championship and the country containing the village of A Don. What is the business that began trading stocks in the winter of 2014 in country A?,Yangon Stock Exchange Joint Venture Co. Ltd,musique
2hop__29893_29898,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,musique
4hop1__72247_497223_15840_36014,There is a video game named after the sports association that chooses where the super bowl is held. What was Nintendo's limit on games per developer per year on that game's platform?,five,musique
3hop1__354480_834494_34088,Where do they hold NASCAR races in the city that is in the same county as the Eric Marcus Municipal Airport?,Tucson Raceway Park,musique
4hop1__567737_141375_458768_33632,"What day is the feast held in the city containing the headquarters of the company, that owns the record label that released Study in Brown?",May 4,musique
4hop1__105002_17130_70784_61381,When was the region immediately north of the area where the country that released Atalia is located and the Persian Gulf established?,1932,musique
2hop__129499_85379,When did the region where Poachie Range is located achieve U.S. statehood?,"February 14, 1912",musique
4hop1__342858_131850_33897_81096,Who won the Indy Car Race in the largest populated city of the state where Yuma's Library District is located?,Mario Andretti,musique
4hop1__33012_53706_795904_580996,What city shares a border with the place where the person who went to the state known for its Mediterranean climate during the gold rush worked?,Rio Linda,musique
3hop2__132957_132798_40768,"When did the make of Acura Legend, the company that made toyopet Master and Nissan open US assembly plants?",1981,musique
2hop__96137_62765,Who did the cast member of The Woman in the Window play in the Ten Commendments?,Dathan,musique
2hop__49887_573255,Who is the spouse of the first king chosen to rule over the Israelites?,Ahinoam,musique
4hop1__89530_624859_355213_203322,"What county shares a border with the other county, that contains the city, where the singer of Hungry Eyes in the movie Dirty Dancing, was born?",Cabarrus County,musique
2hop__80070_89752,What is the largest state in the region where the Handmaid's Tale takes place?,Maine,musique
2hop__59133_512508,What undertaking included the person who discovered that the number of protons in each element's atoms is unique?,Manhattan Project,musique
4hop1__364476_439408_131976_90181,"What is the deepest part of the ocean, near the state, where the county that holds the city of Winchester is found?",Milwaukee Deep,musique
2hop__13731_801817,Where was Mary's betrothed born?,Nazareth,musique
2hop__68158_189357,Where was the first female supreme court justice educated?,Stanford University,musique
2hop__13539_13493,"In 2009, what series of wins did the team who won the first match in the 1943 Copa del Generalissimo achieve?",continental treble,musique
4hop1__444892_32392_823060_610794,In what county is the city that shares a border with the capital of the state where Levi Casey was born?,Richland County,musique
2hop__54651_169233,What award did the singer of Never Had a Friend Like Me in Aladdin receive?,Academy Award for Best Supporting Actor,musique
4hop1__342858_131850_33952_33939,What was the population in 1900 of the second largest city in the US state having the Library District of the county containing Yuma?,"7,531",musique
3hop1__131820_59747_60748,The largest city in the state where WEKL broadcasts had an historic battle that was fought when?,"July 22, 1864",musique
2hop__754682_730690,What movement was Vibullia Alcia Agrippina's child a proponent for?,Second Sophistic,musique
4hop3__131820_29339_508306_70744,"Which university has more national championships, university of the state having Fort Hill or university of the state whose primary was won by Edwards besides the state having WEKL?",University of South Carolina,musique
2hop__341305_332933,What is the capital of the county that Pine Springs is located in?,Van Horn,musique
3hop1__567955_503371_21711,When was the Palau de la Generalitat constructed in the city where Martin of the region where Layana is located died?,built in the 15th century,musique
2hop__142443_768138,Who is the brother of the artist who made Nothin' My Love Can't Fix's album?,Matthew Lawrence,musique
3hop1__140786_2053_52946,"When is Celebrity Big Brother coming to the broadcast company that, along with the network of Just Men!?, and ABC, is one of the major broadcasters based in New York?","February 7, 2018",musique
3hop1__46571_87694_124169,When did the Governor of the city where the Basilica named after the saint holding the knife in the Last Supper is located in end?,1952,musique
2hop__65576_80026,Who played the spoilt character in Charlie and the Chocolate Factory?,Julie Dawn Cole,musique
4hop1__151650_5274_458768_33632,What day is the Feast in the city where the headquarters of the only group larger than Desde El Principio's record label held on?,May 4,musique
2hop__401710_456439,Who is the spouse of the producer of Dolores Claiborne?,Helen Mirren,musique
4hop1__9007_698949_157828_239539,The original language of the film titled and about the city of Tito's final resting place is the co-official language of a country. Where are the headquarters for that country's national radio and TV broadcaster?,Pristina,musique
